Neighbourhood Number,Friendly Name,Description,geom
6300,Hillview,Hillview is located immediately to the north of the Grey Nuns Community Hospital. The neighbourhood is bounded by major roadways while interior streets follow curved and keyhole patterns. A number of strategically placed walkways through Hillview make fo,"MULTIPOLYGON (((-113.43915335707504 53.47434024831978, -113.43504451282283 53.4744257102667, -113.43425877132336 53.47441424328143, -113.43357542486767 53.474388287225054, -113.43231936433381 53.47427836655336, -113.4310861440772 53.474098599733274, -113.43025684787315 53.47394144367895, -113.42922474842416 53.47368581452425, -113.42847497033988 53.47345635842352, -113.42788388841528 53.4732531674866, -113.4273102625002 53.47303289012794, -113.42602092774915 53.47251150232401, -113.42503660566699 53.47214148898668, -113.42374354932912 53.47171785930312, -113.4219145336027 53.47121465005166, -113.41987809551931 53.47075900898555, -113.41862261954819 53.47049565221005, -113.41692584315906 53.470216287570956, -113.41593023069109 53.47010762467782, -113.4163677568131 53.46944588521392, -113.41675278382914 53.46899566038408, -113.41707311726005 53.46865814491071, -113.41748827940224 53.46831167201902, -113.41882932827606 53.4672067775182, -113.41918094178402 53.46688824618658, -113.41955013230066 53.46643793529113, -113.42004034651194 53.465717399339034, -113.4204171003079 53.465055117930724, -113.42448762841786 53.46530743126901, -113.42770916245769 53.465397927995156, -113.43201438908585 53.46548076618528, -113.43598937337465 53.46545209237702, -113.43721248019303 53.46812750383637, -113.43837266600086 53.470647718548804, -113.43866416859171 53.47147270461029, -113.43882136488389 53.47195704070795, -113.4389946332194 53.47266085890361, -113.43908597670655 53.47328508047398, -113.43914273775768 53.47386204519744, -113.43915335707504 53.47434024831978)))"
6320,Idylwylde,"Idylwylde is bounded by four major roadways, which serve to keep the area's centre quiet.
Composed primarily of single-family homes, Idylwylde also contains several apartment buildings, a high
school and commercial businesses. Residents, the majority o","MULTIPOLYGON (((-113.4430561062359 53.52205067910527, -113.44305101686795 53.52116577031989, -113.4430322996708 53.520046317016984, -113.44303782575197 53.519165018814356, -113.44294176569177 53.51903125148002, -113.44295890459793 53.51821180740243, -113.44306403167731 53.518044295245865, -113.44905659975467 53.5180409315066, -113.45207909400864 53.51800369831513, -113.45511165500963 53.51799892859243, -113.45516121952511 53.52003222942083, -113.45517815249498 53.52214461122172, -113.45517629085302 53.52257387681887, -113.45525975753179 53.522853080926765, -113.45548361400695 53.52315274624576, -113.45747004052308 53.5252562240563, -113.45228933866684 53.52526090178362, -113.45180455243427 53.52518749699918, -113.44908928761281 53.52520048817567, -113.44290317735644 53.52522619417593, -113.44305579234877 53.52469263346606, -113.44305686170158 53.52332360163655, -113.44305365823573 53.522431085548796, -113.4430561062359 53.52205067910527)))"
6550,Ottewell,"Ottewell is one of the City's largest neighbourhoods, defined by major roadways on all four sides. The residential population is stable, with a higher than average number of
residents older than 40. The area is named for the Ottewell family, who were am","MULTIPOLYGON (((-113.42661813211703 53.539731768432226, -113.42630844931578 53.53983759332571, -113.42321193812764 53.540715217070634, -113.42106622266603 53.541175550036144, -113.41855372926459 53.541175886312075, -113.41854926947533 53.53744850913924, -113.418576070354 53.533947455367255, -113.41861865452204 53.53034617961518, -113.4186555127511 53.526747655864305, -113.41861915112571 53.524769782832145, -113.41858366944092 53.5228836040889, -113.41859116063266 53.521394481696845, -113.41978674484196 53.52204290569284, -113.42057618145827 53.52236808007984, -113.42285606346147 53.523090782614794, -113.42492017408892 53.52373114736249, -113.42934727239226 53.52503291187197, -113.42986579459597 53.52513468196355, -113.43043583292128 53.52517936075993, -113.43147842182975 53.5251929628644, -113.43682267961441 53.525219388120505, -113.4398591020622 53.525231432085796, -113.44290317735644 53.52522619417593, -113.44287333374686 53.52685441392741, -113.44286671523334 53.52777153301969, -113.44288362779884 53.53051099539968, -113.44288556868236 53.53231095714331, -113.4429069142555 53.53398490644076, -113.44291557771821 53.53530486418576, -113.44294021290287 53.53753292567055, -113.43780623427286 53.53751332396986, -113.43686144905838 53.537510019939454, -113.4332208629592 53.5375463957525, -113.4314420922053 53.53777528109789, -113.43012464521952 53.5381462532192, -113.42690408518143 53.539604367005026, -113.42661813211703 53.539731768432226)))"
2720,York,"York is somewhat of a 'pioneer' neighbourhood. In 1967 row housing units 
in Edmonton's first condominium complex were offered for sale in the neighbourhood. During the population boom of the 1960s, developers could not build single homes fast enough to","MULTIPOLYGON (((-113.42930360518928 53.60689611802145, -113.42567596887058 53.60689064555049, -113.42367066492304 53.60689090498235, -113.4228157515869 53.60688785856061, -113.4198891479028 53.606883975917235, -113.417629971565 53.606910941043395, -113.41838599983552 53.605080501195374, -113.41855588329733 53.60439220767364, -113.41851071111472 53.60378768374814, -113.4182555197051 53.60340242451838, -113.41778125628682 53.60297859374074, -113.41690243269662 53.60233455296446, -113.41956000541995 53.600061733487266, -113.42116820131334 53.59877590337742, -113.42202769821876 53.59902729938799, -113.42348980963057 53.59938486264837, -113.4245090168744 53.59949898552848, -113.4263400221626 53.599514076283036, -113.43058459785996 53.59952067698288, -113.43515332971013 53.599505946694535, -113.43884754156065 53.59960877231112, -113.44293521607712 53.599656242071944, -113.44283392450569 53.602210198449406, -113.44280850323679 53.604843875051095, -113.44024576462749 53.60484827547594, -113.43882468810233 53.60484162023945, -113.43732508489563 53.60483885502094, -113.43528759233484 53.60483650646199, -113.43493127989807 53.60487157182909, -113.43459704473426 53.60493895108398, -113.43435004040799 53.60502359386622, -113.432512101256 53.60597616183498, -113.43139142062682 53.606578752397105, -113.43106590133078 53.6067151210966, -113.4307749686792 53.606794188528006, -113.43046505938318 53.606847305743635, -113.43003623403548 53.60689037426181, -113.42930360518928 53.60689611802145)))"
4080,Callingwood South,"Callingwood South is home to a high proportion of young singles and couples, attracted by such
features as West Edmonton Village, one of the City's largest multi-unit complexes, and the
excellent recreational facilities provided by the West Jasper Plac","MULTIPOLYGON (((-113.61544654771735 53.50467212128517, -113.6154378067319 53.500479792866265, -113.61547488982052 53.49759838800717, -113.61764409275365 53.497572013681456, -113.61923229664909 53.497503751754344, -113.62102148767748 53.49735229247372, -113.62938927501928 53.496357637088295, -113.63027391644044 53.49937971948726, -113.6307673418109 53.50098027601036, -113.6311622288673 53.503021210333664, -113.6289146397823 53.50323849457585, -113.62728278621663 53.503471170360484, -113.62299283686376 53.504240095737806, -113.621162706991 53.50447212161404, -113.61951713228483 53.50461216203547, -113.61837606334858 53.504657031456, -113.61544654771735 53.50467212128517)))"
5170,Empire Park,"Empire Park is a diverse neighbourhood, with residential, commercial, institutional and industrial land uses. Development of the neighbourhood began during the 1960s and for the most part was complete by the 1970s. Most homes are contained within row hou","MULTIPOLYGON (((-113.49896753541114 53.488241572222435, -113.49764796313092 53.488153602500674, -113.49491404902271 53.48813123360762, -113.49490857439275 53.485546592808475, -113.49493975580758 53.483851016504666, -113.49500371396957 53.48311373591834, -113.4955574359496 53.480471903450415, -113.49796900375051 53.48048714711894, -113.5002188470318 53.4806060164978, -113.50427042789582 53.481169331169596, -113.51122135742935 53.482367625776796, -113.51680958883705 53.483060974676434, -113.51672138177419 53.488199381899825, -113.51400774413544 53.48821412304204, -113.51097124381715 53.48824921599386, -113.50794611205203 53.48825499554517, -113.506152688169 53.48825812528508, -113.50437447507211 53.488260625500175, -113.50282395342053 53.48825118533435, -113.50032443653623 53.48824897687317, -113.49896753541114 53.488241572222435)))"
4310,Meadowlark Park,"Well-proportioned lots face curving streets that are arranged in a curvilinear pattern. A school and park site is centrally located. The dominant structure type in the neighbourhood is an average-sized single, detached house. Residents enjoy proximity to","MULTIPOLYGON (((-113.5903286997162 53.526673128429096, -113.59032259878066 53.52492127455589, -113.590330153206 53.52309917427401, -113.59032269161473 53.521277467694155, -113.59035223779871 53.5194641718817, -113.59169738229733 53.51946457845536, -113.59665273290202 53.51948744853926, -113.59961006892549 53.51951594237018, -113.60287825050072 53.519522469759465, -113.60281444573572 53.52249258817072, -113.60280899107477 53.523736330997245, -113.60276675945823 53.52672098722297, -113.60272792219087 53.528345448362764, -113.60270330389235 53.53159971753577, -113.59733607501973 53.53156679902042, -113.5938321930769 53.53155226209874, -113.5920783148131 53.53154188407047, -113.590345538319 53.53153040478527, -113.5903422370724 53.52916567243921, -113.59034217693811 53.527617912603844, -113.5903286997162 53.526673128429096)))"
4520,Summerlea,"Summerlea is the site of West Edmonton Mall, one of Edmonton's major attractions and a focus of shopping and entertainment activities. The existing residential area is a mix of single detached and multifamily residences.  Named for a summertime meadow, S","MULTIPOLYGON (((-113.63039413383709 53.52856592800762, -113.6291413172964 53.52860431042989, -113.62799200957846 53.52870177670219, -113.62695786623341 53.528850109394575, -113.62580156898635 53.52916114857516, -113.62460838787167 53.529563788279084, -113.62336327154448 53.53013928427942, -113.62177574856672 53.53085914851947, -113.62086350498595 53.5311593684245, -113.61985903988919 53.531427140347404, -113.61884241669489 53.531615288870434, -113.61792952130995 53.531684526920436, -113.61708825455732 53.53171046930287, -113.61516413836443 53.53168843459534, -113.61535568343938 53.52485931614972, -113.61531596616004 53.5195544726013, -113.61679662259891 53.51954263905296, -113.61879834069016 53.51964670127249, -113.62026646381126 53.51978019662662, -113.62176128347551 53.51997389304323, -113.62370572045768 53.52030720569935, -113.6273246801609 53.52089426022646, -113.63046868855562 53.52128898001912, -113.62998998979666 53.52374860636747, -113.62993441484771 53.5246719432154, -113.62992634512413 53.525501868093336, -113.62996661504332 53.52632128964344, -113.63007630049722 53.527034197518084, -113.63039413383709 53.52856592800762)))"
3210,Grovenor,"Lying in the City's west end, parts of Grovenor date back to the 1910s. Most homes are single-family units, though recent years have seen the
development of duplexes and low-rise apartments. Residents have easy access to Westmount
Mall and the downtown","MULTIPOLYGON (((-113.56750947303026 53.54005184267772, -113.5682643888799 53.54005274870802, -113.56891354886702 53.54023311237459, -113.56956529039506 53.54004750362207, -113.57038484624927 53.540193803414205, -113.57254921509283 53.54103296768841, -113.57254950536709 53.54114978202683, -113.57254913612667 53.541262288839455, -113.57265783655684 53.54130716567689, -113.57375983374737 53.541308821312136, -113.57385387065752 53.54137470817613, -113.57405829258995 53.541569750996395, -113.57411391916165 53.541986828375904, -113.57427195802462 53.54210412404317, -113.57474409598451 53.54214058326354, -113.5759563790032 53.542109843689964, -113.57659830840201 53.5420455342949, -113.57805068410626 53.541744233317345, -113.578072517885 53.543284393949754, -113.5780819420145 53.54402142222142, -113.57809923635602 53.546358563001036, -113.57808987272387 53.54861181176929, -113.57799379734904 53.54950392829916, -113.57796505276416 53.551061156251144, -113.5692245962011 53.55105614290999, -113.56582457487323 53.550983056390024, -113.56576177695496 53.54879097175486, -113.5657717651976 53.54860260104222, -113.56575282101944 53.547777802465966, -113.56575119768047 53.546731538107686, -113.56574968405246 53.54631286285638, -113.56573111656746 53.54567069569922, -113.56573139626802 53.54401435690665, -113.56570571143781 53.542924406274864, -113.56568932960276 53.54210022370514, -113.56568573463353 53.541239131256035, -113.56566915554912 53.5403846164043, -113.56566690092572 53.53973647010664, -113.56687815032826 53.53974190496199, -113.56713224439484 53.539785742201914, -113.56739207320702 53.5398935399208, -113.56750947303026 53.54005184267772)))"
4060,Britannia Youngstown,"Britannia Youngstown became part of Edmonton in 1964 when the Town of Jasper Place was annexed by a growing Edmonton. Most homes in the area were built in the 1950s. While the interior of the neighbourhood is relatively stable, commercial development  ha","MULTIPOLYGON (((-113.59036615723055 53.54950887039568, -113.59036916090335 53.548707654309915, -113.59034953967428 53.54795738628299, -113.59033057311997 53.546403687579975, -113.59033513742303 53.54485826104053, -113.5903139035912 53.543309010643846, -113.59032502056206 53.541295010446824, -113.59208116138542 53.54128741674865, -113.59382205742098 53.541299803023726, -113.5956093183672 53.541294940999606, -113.59738495738259 53.54129462203866, -113.59917945123533 53.54129368517964, -113.60090951425944 53.541300687180716, -113.60267449339972 53.54130272165976, -113.60453006955224 53.54129205621011, -113.60603212650545 53.54128983068076, -113.60752731405465 53.5412915323867, -113.60928990887852 53.54128439475345, -113.61283879554459 53.541280562390995, -113.61487450333371 53.5412852135295, -113.6148858170374 53.542416366067215, -113.61506620822628 53.54307233483276, -113.61542618177275 53.54349632384036, -113.61491771166096 53.54379066937232, -113.61387272569795 53.54497547654876, -113.61266655987828 53.546320590165855, -113.61099423066291 53.5484380500321, -113.60891317465564 53.551266068268, -113.60281917596848 53.55130395307058, -113.59570351767587 53.551308676975516, -113.5936306997233 53.551282585090696, -113.59118421173127 53.551106944384586, -113.59036140643316 53.55111309189473, -113.59036615723055 53.54950887039568)))"
4180,Glenwood,"Glenwood is a large neighbourhood in the City's west end, and represents both residential and
commercial land uses. The area is dominated by single-family dwellings, as well as apartment
buildings near school sites. Residents enjoy a wide choice of com","MULTIPOLYGON (((-113.61525068337558 53.537526130639044, -113.61501908688005 53.537795560308375, -113.61497990298952 53.5392900657959, -113.61487450333371 53.5412852135295, -113.61283879554459 53.541280562390995, -113.60928990887852 53.54128439475345, -113.60752731405465 53.5412915323867, -113.60603212650545 53.54128983068076, -113.60453006955224 53.54129205621011, -113.60267449339972 53.54130272165976, -113.60090951425944 53.541300687180716, -113.59917945123533 53.54129368517964, -113.59738495738259 53.54129462203866, -113.5956093183672 53.541294940999606, -113.59382205742098 53.541299803023726, -113.59208116138542 53.54128741674865, -113.59032502056206 53.54129501044673, -113.59029840261783 53.54025677139579, -113.59028847405571 53.53920851643214, -113.59031294292085 53.53772740247306, -113.59031442196621 53.53748643817962, -113.59030594222905 53.53618159444706, -113.59032924310087 53.53463326226772, -113.59034017326256 53.533085568456634, -113.590345538319 53.53153040478527, -113.5920783148131 53.53154188407047, -113.5938321930769 53.53155226209874, -113.59733607501973 53.53156679902042, -113.60270330389235 53.53159971753577, -113.60725737522586 53.53162049682985, -113.61060248334334 53.53165397256043, -113.61516413836443 53.53168843459534, -113.61521968081824 53.53566990504121, -113.61525068337558 53.537526130639044)))"
3330,Parkview,"One of the City's larger neighbourhoods, dating to the 1950s, Parkview is a beautiful area
featuring mature trees, attractively landscaped homes on quiet streets, and breathtaking views of the river valley. Parkview's residents represent a fairly stable","MULTIPOLYGON (((-113.55946308217024 53.52171951541816, -113.55947628953464 53.521262334063415, -113.55825900026035 53.52125310464416, -113.55762202695136 53.521137388357104, -113.55588340851081 53.52079577787068, -113.55482669095906 53.520571483663254, -113.55469201735268 53.52044837849793, -113.55424971501256 53.519468811739245, -113.55426670868903 53.519299585390044, -113.55436248146157 53.51915272511807, -113.55453826594646 53.51904061681623, -113.5547775802178 53.51895384030466, -113.55623738820292 53.51872539556232, -113.5563909634241 53.518627471383695, -113.5564249587519 53.51849104030642, -113.55617362873855 53.51765733311192, -113.55603676333587 53.51733485068625, -113.55605843497807 53.51659855659056, -113.55777537179658 53.51685674059504, -113.55847364936493 53.51700714965857, -113.55881916750937 53.51714923106999, -113.55909496025566 53.517326618457034, -113.55933138527297 53.517546035767474, -113.55943877071388 53.51773377134237, -113.55948228286569 53.51793077424089, -113.55947129758803 53.51936832172552, -113.56259055534335 53.51937782385458, -113.56570645045768 53.519367151862795, -113.57027081134865 53.519353716747005, -113.57487992196006 53.519359056370725, -113.57630348347587 53.519358550117325, -113.57790841915441 53.51943341813873, -113.5778755769172 53.521259481238964, -113.57788062464734 53.52308975136804, -113.57790850173888 53.5248784286998, -113.57793921178123 53.526689157357154, -113.57794095341127 53.52840865344284, -113.57795650103394 53.52996779170167, -113.57800281072883 53.5315221749093, -113.57627081584484 53.531515094103185, -113.57626749448688 53.5307782540813, -113.57611852006075 53.53077806863773, -113.57287939155223 53.530039448733774, -113.57257598984518 53.52997107852292, -113.57163131023044 53.529755808577534, -113.56915599003288 53.528631128355805, -113.56602774991042 53.5286331086464, -113.56573653934336 53.52863279854206, -113.56557380269803 53.52863340875269, -113.56557383253731 53.52853779494995, -113.56439649369224 53.52853913673274, -113.56399238098918 53.52902479538269, -113.56338066837449 53.52935011950343, -113.56277436367462 53.52922092611288, -113.56191659004944 53.528367390749295, -113.56006226447663 53.52805878733447, -113.55945962533471 53.52815416138422, -113.55907781884704 53.52797823968365, -113.55936190788464 53.5277690965567, -113.55900674808213 53.527535797216615, -113.55971375623201 53.527153390813076, -113.55978272407968 53.52700665568032, -113.55948806542163 53.52572812601195, -113.55942350875476 53.52557459908149, -113.55921399422846 53.52525181335069, -113.55876031634818 53.52473608237888, -113.5574018728701 53.52362718692801, -113.55652302194942 53.522908205151, -113.55627573866127 53.52271283216934, -113.55614152147389 53.522529045766966, -113.55612401942523 53.5224888359411, -113.55577530116736 53.52255607057027, -113.55488019896553 53.522192346956984, -113.5543354944639 53.52159327159158, -113.556229726306 53.52166471364588, -113.55680491166316 53.522005060778646, -113.55832155836768 53.521817247252486, -113.55932556575199 53.52181617331372, -113.55946308217024 53.52171951541816)))"
