ID,Playground Number,Name,Address,Type,Surface Type,Accessibility,User Category,Maintainer,Redevelopment Date,Latitude,Longitude,Location,Geometry Point,Neighbourhood ID,Neighbourhood Name
542,588,Charles Simmonds Park,7830 115 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1977/12/31,53.515426,-113.530823,"(53.515425905368005, -113.53082297527726)",POINT (-113.53082297527726 53.515425905368005),5290,MCKERNAN
367,309,Kinsmen Park Senior,9100 Walterdale Hill NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2013/12/31,53.526756,-113.508843,"(53.5267563989344, -113.5088426693357)",POINT (-113.5088426693357 53.5267563989344),5390,RIVER VALLEY WALTERDALE
662,166,Brookside School,5320 143 Street NW,Playground,"Engineered Wood Fibre, Pour In Place Rubber",Unknown,Junior/Senior (18 months to 12 years),Parks,1999/12/31,53.491214,-113.568705,"(53.49121353985332, -113.56870540414637)",POINT (-113.56870540414637 53.49121353985332),5090,BROOKSIDE
168,105,Mayfield Community League Playground,10941 161 Street NW,Playground,Pour In Place Rubber,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2014/12/31,53.555228,-113.595277,"(53.55522827611746, -113.59527668999115)",POINT (-113.59527668999115 53.55522827611746),4290,MAYFIELD
314,1944,Sir Wilfrid Laurier Natural Playground,13221 Buena Vista Road,Playground,Engineered Wood Fibre,Unknown,Junior/Senior (18 months to 12 years),Parks,2020/01/01,53.509410,-113.553245,"(53.509410402438874, -113.55324495358616)",POINT (-113.55324495358616 53.509410402438874),3382,RIVER VALLEY LAURIER
407,3664,South Terwillegar Park,7170 South Terwillegar Dr,Playground,"Engineered Wood Fibre, Pour In Place Rubber",Unknown,Junior/Senior (18 months to 12 years),Parks,2011/12/31,53.439784,-113.580229,"(53.439784459798716, -113.58022945256823)",POINT (-113.58022945256823 53.439784459798716),5642,SOUTH TERWILLEGAR
614,390,Borden Park,7405 - 112 Avenue NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Unknown,Parks,2012/12/31,53.561790,-113.454119,"(53.56179011019739, -113.45411852892911)",POINT (-113.45411852892911 53.56179011019739),1240,VIRGINIA PARK
315,147,Minchau School,3615 Mill Woods Road East NW,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2002/12/31,53.468872,-113.408998,"(53.468872185177545, -113.40899845210646)",POINT (-113.40899845210646 53.468872185177545),6530,MINCHAU
490,388,Sheriff Robertson Park,7707 112 Avenue NW,Playground,Sand,Unknown,Senior (6 to 12 years),Parks,2000/12/31,53.559134,-113.465985,"(53.559134414570025, -113.46598545975084)",POINT (-113.46598545975084 53.559134414570025),1190,RIVER VALLEY KINNAIRD
366,3638,Kinsmen Park Junior,9100 Walterdale Hill NW,Playground,"Engineered Wood Fibre, Pour In Place Rubber",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2013/12/31,53.526584,-113.508905,"(53.526584142224046, -113.50890462274316)",POINT (-113.50890462274316 53.526584142224046),5390,RIVER VALLEY WALTERDALE
344,33,Northmount,9204 104 Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1999/12/31,53.603493,-113.481812,"(53.60349324483258, -113.48181177683688)",POINT (-113.48181177683688 53.60349324483258),2580,NORTHMOUNT
555,3283,Blackmud Park,Blackmud Creek - Baker Close,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2010/12/31,53.420042,-113.513059,"(53.420041682326485, -113.51305879973117)",POINT (-113.51305879973117 53.420041682326485),5453,BLACKMUD CREEK
912,2001,Terwillegar Towne Park (Tomlinson Park),1765 - TOMLINSON COMMON NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2002/12/31,53.449686,-113.584781,"(53.449686444105794, -113.58478110971396)",POINT (-113.58478110971396 53.449686444105794),5640,TERWILLEGAR TOWNE
174,52,Homesteader Community League,575 Hermitage Road NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1993/12/31,53.586520,-113.408177,"(53.586519593730756, -113.40817654100661)",POINT (-113.40817654100661 53.586519593730756),2350,HOMESTEADER
893,3679,Svend Hansen School Playground,24 Street NW & 16 Avenue NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Senior (6 to 12 years),Parks,2018/12/31,53.445877,-113.372597,"(53.445877488716405, -113.37259744256028)",POINT (-113.37259744256028 53.445877488716405),6444,LAUREL
521,1902,Beverly Heights Park Tot Lot,3807 108 Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1995/12/31,53.560846,-113.401123,"(53.56084587516297, -113.40112274274261)",POINT (-113.40112274274261 53.56084587516297),2100,BEVERLY HEIGHTS
827,164,Windsor Park School,8720 118 Street NW,Playground,Pour In Place Rubber,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2011/12/31,53.523578,-113.535968,"(53.52357813624762, -113.53596822047828)",POINT (-113.53596822047828 53.52357813624762),5580,WINDSOR PARK
262,155,Larkspur Park,43 Avenue - 30 Street NW,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2012/12/31,53.480381,-113.386763,"(53.48038136509767, -113.38676281186387)",POINT (-113.38676281186387 53.48038136509767),6390,LARKSPUR
470,3360,Rutherford (Johnny Bright School),Rutherford Road,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2011/12/31,53.420103,-113.534933,"(53.420103499693724, -113.53493313318822)",POINT (-113.53493313318822 53.420103499693724),5454,RUTHERFORD
206,1678,Mayliewan Park,7503 161A Avenue NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Senior (6 to 12 years),Parks,2005/12/31,53.622079,-113.459050,"(53.62207913832347, -113.45905011456645)",POINT (-113.45905011456645 53.62207913832347),2511,MAYLIEWAN
759,97,Gariepy Park Playground,17404 - 57 AVENUE NW T6M1K4,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2003/12/31,53.493356,-113.623273,"(53.493355569728664, -113.62327287941682)",POINT (-113.62327287941682 53.493355569728664),4160,GARIEPY
8529,119,Argyll Park,6750 88 Street NW,Playground,Engineered Wood Fibre,Unknown,Junior (18 months to 5 years),Parks,2021/09/07,53.505209,-113.463678,"(53.505209409973986, -113.46367837703889)",POINT (-113.46367837703889 53.505209409973986),6492,MILL CREEK RAVINE SOUTH
424,26,Riverdale Park,9231 100 Avenue NW,Playground,"Rubber Tiles, Sand",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2002/12/31,53.541487,-113.473299,"(53.54148739814359, -113.4732986225564)",POINT (-113.4732986225564 53.54148739814359),1210,RIVERDALE
926,1651,Touchdown Park Playground,12845 - 125 STREET NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1978/12/31,53.587306,-113.537707,"(53.58730587858333, -113.53770726898708)",POINT (-113.53770726898708 53.58730587858333),3070,CALDER
598,123,Bonnie Doon Park,9263 94 Street NW,Playground,"Engineered Wood Fibre, Pour In Place Rubber",Wheelchair Accessible,Junior (18 months to 5 years),Parks,2011/12/31,53.527510,-113.470297,"(53.527509706572516, -113.47029669655021)",POINT (-113.47029669655021 53.527509706572516),6040,BONNIE DOON
792,3603,Glastonbury Park Playground,1101 Grantham Drive NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2011/12/31,53.505612,-113.672432,"(53.505611717534094, -113.6724322898138)",POINT (-113.6724322898138 53.505611717534094),4720,GLASTONBURY
632,3200,Doug Kelly Park Playground,208 Street NW & 57 Avenue NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2007/12/31,53.492771,-113.679180,"(53.49277107773048, -113.67917981902798)",POINT (-113.67917981902798 53.49277107773048),4461,THE HAMPTONS
908,587,William Hawrelak Park Playground,9330 Groat Road,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1973/12/31,53.527033,-113.544034,"(53.527032920652644, -113.54403380397339)",POINT (-113.54403380397339 53.527032920652644),5370,RIVER VALLEY MAYFAIR
404,982,King Edward Academy,8525 101 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2012/08/21,53.521564,-113.489627,"(53.52156419559317, -113.48962744983095)",POINT (-113.48962744983095 53.52156419559317),5480,STRATHCONA
355,83,Lynnwood Community Playground,15525 84 Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2000/12/31,53.516295,-113.589466,"(53.51629544391058, -113.58946550157832)",POINT (-113.58946550157832 53.51629544391058),4280,LYNNWOOD
589,2060,Cumberland Park Playground,129 Street - 148 Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2003/12/31,53.610935,-113.544992,"(53.610935318618516, -113.5449917338128)",POINT (-113.5449917338128 53.610935318618516),3150,CUMBERLAND
161,310,Emily Murphy Park,11904 Emily Murphy Park Road,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2001/02/06,53.534057,-113.538694,"(53.534057118759435, -113.5386939039125)",POINT (-113.5386939039125 53.534057118759435),5370,RIVER VALLEY MAYFAIR
427,3372,St. Benedict School Playground,180 Street - 93 Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2000/12/31,53.525926,-113.634754,"(53.52592642834497, -113.63475411644433)",POINT (-113.63475411644433 53.52592642834497),4040,BELMEAD
568,290,Glenora Community Playground,10426 136 Street NW,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2010/12/31,53.546595,-113.556747,"(53.54659484936632, -113.55674719273861)",POINT (-113.55674719273861 53.54659484936632),3200,GLENORA
383,3425,Maple Ridge Park,1615 66 Avenue NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2005/12/31,53.501863,-113.368079,"(53.5018629390993, -113.36807873769266)",POINT (-113.36807873769266 53.5018629390993),6410,MAPLE RIDGE
876,3606,Suder Greens Park Playground,290 - SUDER GREENS DRIVE NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2011/12/31,53.520971,-113.684762,"(53.52097120757329, -113.68476183698907)",POINT (-113.68476183698907 53.52097120757329),4730,SUDER GREENS
887,295,West Meadowlark Community Playground,9311 165 Street NW,Playground,Pour In Place Rubber,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2008/12/31,53.529425,-113.606483,"(53.529425084775525, -113.60648346578756)",POINT (-113.60648346578756 53.529425084775525),4590,WEST MEADOWLARK PARK
549,1945,The Grange Playground,1007 - GRAHAM COURT NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1999/12/31,53.506606,-113.667545,"(53.50660589673908, -113.66754481645822)",POINT (-113.66754481645822 53.50660589673908),4720,GLASTONBURY
6128,3787,Kinglet Gardens Playground,118 Avenue NW and 215 Street NW,Playground,"Engineered Wood Fibre, Pour In Place Rubber",Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2021/11/23,53.573231,-113.693189,"(53.57323078950904, -113.69318857758043)",POINT (-113.69318857758043 53.57323078950904),4477,KINGLET GARDENS
231,3341,Knob Hill Park,95 Avenue - 97 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1965/12/31,53.531785,-113.479617,"(53.5317846738419, -113.47961702673149)",POINT (-113.47961702673149 53.5317846738419),6491,MILL CREEK RAVINE NORTH
883,3655,Summerside 58,21A Avenue SW and 69 Street SW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior (18 months to 5 years),Parks,2013/12/31,53.412952,-113.446461,"(53.41295237697905, -113.44646068274584)",POINT (-113.44646068274584 53.41295237697905),6213,SUMMERSIDE
637,287,Grad's Park Playground,10914 120 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1993/12/31,53.555792,-113.531347,"(53.55579180934746, -113.53134741042355)",POINT (-113.53134741042355 53.55579180934746),3440,WESTMOUNT
304,3401,Miller Park,50 St-Matheson Way,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior (18 months to 5 years),Parks,2007/12/31,53.612752,-113.415973,"(53.612752254943615, -113.4159728372577)",POINT (-113.4159728372577 53.612752254943615),2541,MILLER
167,1925,Maude Belle Park,7320 77 Avenue NW,Playground,Sand,Unknown,Junior (18 months to 5 years),Parks,2007/12/31,53.513809,-113.441282,"(53.51380927073944, -113.44128233212277)",POINT (-113.44128233212277 53.51380927073944),6360,KING EDWARD PARK
373,3635,Orchards,90 St & 23 Ave SW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior (18 months to 5 years),Parks,2012/12/31,53.411713,-113.472094,"(53.41171320482043, -113.47209436823539)",POINT (-113.47209436823539 53.41171320482043),6213,SUMMERSIDE
825,3658,Windermere/Langdale,176 Street SW & 7A Avenue SW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2015/12/31,53.427244,-113.622548,"(53.42724371398686, -113.62254811016669)",POINT (-113.62254811016669 53.42724371398686),5570,WINDERMERE
812,995,John J. Olinyk Park,4626 115 Avenue NW,Playground,Pour In Place Rubber,Wheelchair Accessible,Junior (18 months to 5 years),Parks,2010/12/31,53.568497,-113.412965,"(53.56849662617502, -113.41296522630711)",POINT (-113.41296522630711 53.56849662617502),2100,BEVERLY HEIGHTS
323,18,Killarney Park,8720 130A Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1985/12/31,53.590619,-113.474843,"(53.59061872905394, -113.47484259830182)",POINT (-113.47484259830182 53.59061872905394),2420,KILLARNEY
562,114,Colonel F.C. Jamieson School/M. Kostek,5303 190 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2019/12/31,53.490261,-113.650936,"(53.49026102949452, -113.65093566830228)",POINT (-113.65093566830228 53.49026102949452),4220,JAMIESON PLACE
563,114,Colonel F.C. Jamieson School/M. Kostek,5303 190 Street NW,Playground,Pour In Place Rubber,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2019/12/31,53.490360,-113.650229,"(53.490359647383514, -113.6502289576172)",POINT (-113.6502289576172 53.490359647383514),4220,JAMIESON PLACE
604,269,Dechene Park Playground,18209 57 Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1997/12/31,53.491305,-113.636960,"(53.49130497340414, -113.63696012697774)",POINT (-113.63696012697774 53.49130497340414),4110,DECHENE
870,1781,"W.C. ""Tubby"" Bateman Park",9703 88 Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2002/12/31,53.523311,-113.480039,"(53.523310751458084, -113.48003926630716)",POINT (-113.48003926630716 53.523310751458084),5480,STRATHCONA
21734,3818,Glengarry Park Playground,134 Avenue NW and 89 Street NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior (18 months to 5 years),Parks,2023/07/16,53.595844,-113.476227,"(53.59584431521658, -113.47622704871216)",POINT (-113.47622704871216 53.59584431521658),2290,GLENGARRY
257,1722,Potter Greens Playground (West),Picard Drive - Proctor Wynd,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,2001/12/31,53.517774,-113.674899,"(53.51777353296967, -113.6748985177661)",POINT (-113.6748985177661 53.51777353296967),4710,POTTER GREENS
739,980,Belmont,3250 132 A Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1999/12/31,53.593328,-113.393858,"(53.59332840748063, -113.39385835550064)",POINT (-113.39385835550064 53.59332840748063),2070,BELMONT
169,122,Ottewell Community League,5920 93A Avenue NW,Playground,"Pour In Place Rubber, Sand",Wheelchair Accessible,Senior (6 to 12 years),Parks,2009/12/31,53.531033,-113.424093,"(53.53103333098995, -113.42409289384747)",POINT (-113.42409289384747 53.53103333098995),6550,OTTEWELL
384,729,Mary Finlay Park,10304 82 Street NW,Playground,Pour In Place Rubber,Wheelchair Accessible,Senior (6 to 12 years),Parks,2012/12/31,53.543475,-113.451510,"(53.54347478960091, -113.4515104706555)",POINT (-113.4515104706555 53.54347478960091),6230,FOREST HEIGHTS
331,36,Montrose Community League,5920 119 Avenue NW,Playground,Pour In Place Rubber,Wheelchair Accessible,Junior (18 months to 5 years),Parks,2010/12/31,53.572396,-113.432964,"(53.572395954577594, -113.43296421340457)",POINT (-113.43296421340457 53.572395954577594),2550,MONTROSE
329,36,Montrose Community League,5920 119 Avenue NW,Playground,Pour In Place Rubber,Wheelchair Accessible,Senior (6 to 12 years),Parks,2010/12/31,53.572626,-113.433006,"(53.57262579832765, -113.43300586280404)",POINT (-113.43300586280404 53.57262579832765),2550,MONTROSE
525,1660,Chalmers Park Playground,12310 131 Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1997/12/31,53.590890,-113.534095,"(53.59088955411883, -113.53409497921041)",POINT (-113.53409497921041 53.59088955411883),3070,CALDER
193,309,Kinsmen Park Senior,9100 Walterdale Hill NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2013/12/31,53.526864,-113.509319,"(53.526863643126575, -113.50931865767471)",POINT (-113.50931865767471 53.526863643126575),5390,RIVER VALLEY WALTERDALE
313,3261,Leger School,Leger Road - Leger Court NW,Playground,"Engineered Wood Fibre, Pour In Place Rubber",Unknown,Junior/Senior (18 months to 12 years),Parks,2006/12/31,53.459256,-113.576727,"(53.459255959027104, -113.57672748944705)",POINT (-113.57672748944705 53.459255959027104),5630,LEGER
258,296,Primrose Park Playground,85 Avenue and 189 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1990/12/31,53.517778,-113.648250,"(53.51777826097316, -113.64825000642088)",POINT (-113.64825000642088 53.51777826097316),4020,ALDERGROVE
540,3621,Chappelle Rope Climber,484 - Chappelle Drive SW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2014/12/31,53.403971,-113.570012,"(53.403970587885595, -113.57001169680228)",POINT (-113.57001169680228 53.403970587885595),5462,CHAPPELLE
721,1669,Forest Heights Park,76 Street - 106A Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1980/12/31,53.551080,-113.445261,"(53.55107965612862, -113.44526087018603)",POINT (-113.44526087018603 53.55107965612862),6230,FOREST HEIGHTS
698,780,Canon Ridge,Hermitage and Hooke Road,Playground,Sand,Wheelchair Accessible,Unknown,Parks,2011/12/31,53.580507,-113.378324,"(53.58050714213101, -113.37832409672382)",POINT (-113.37832409672382 53.58050714213101),2120,CANON RIDGE
633,3200,Doug Kelly Park Playground,208 Street NW & 57 Avenue NW,Playground,Engineered Wood Fibre,Wheelchair Accessible,Junior/Senior (18 months to 12 years),Parks,2007/12/31,53.492852,-113.679328,"(53.49285186526785, -113.67932841855372)",POINT (-113.67932841855372 53.49285186526785),4461,THE HAMPTONS
544,89,Dunluce Community Playground,11620 162 Avenue NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1999/12/31,53.623730,-113.525091,"(53.62372982663689, -113.52509077332832)",POINT (-113.52509077332832 53.62372982663689),3180,DUNLUCE
263,91,Lauderdale Community Playground,12935 107 Street NW,Playground,Sand,Unknown,Junior/Senior (18 months to 12 years),Parks,1999/12/31,53.588703,-113.503303,"(53.588703068406254, -113.50330296315522)",POINT (-113.50330296315522 53.588703068406254),3260,LAUDERDALE
